value,T,Train_Test_Label,property,unit,cmp_ids,cmp_mole_fractions
-0.0823,303.15,train,Log viscosity,cP,"[9.0, 977.0]","[0.5, 0.5]"
-0.0358,303.15,train,Log viscosity,cP,"[9.0, 977.0]","[0.6, 0.4]"
0.0079,303.15,train,Log viscosity,cP,"[9.0, 977.0]","[0.7, 0.3]"
0.0568,303.15,train,Log viscosity,cP,"[9.0, 977.0]","[0.8, 0.2]"
0.1202,303.15,train,Log viscosity,cP,"[9.0, 977.0]","[0.9, 0.1]"
0.1748,303.15,train,Log viscosity,cP,[9.0],"[1.0, 0.0]"
-0.2581,303.15,train,Log viscosity,cP,[979.0],"[0.0, 1.0]"
-0.2218,303.15,train,Log viscosity,cP,"[9.0, 979.0]","[0.1, 0.9]"
-0.1923,303.15,train,Log viscosity,cP,"[9.0, 979.0]","[0.2, 0.8]"
-0.1597,303.15,train,Log viscosity,cP,"[9.0, 979.0]","[0.3, 0.7]"
-0.1148,303.15,train,Log viscosity,cP,"[9.0, 979.0]","[0.4, 0.6]"
-0.0778,303.15,train,Log viscosity,cP,"[9.0, 979.0]","[0.5, 0.5]"
-0.0276,303.15,train,Log viscosity,cP,"[9.0, 979.0]","[0.6, 0.4]"
0.0075,303.15,train,Log viscosity,cP,"[9.0, 979.0]","[0.7, 0.3]"
0.0586,303.15,train,Log viscosity,cP,"[9.0, 979.0]","[0.8, 0.2]"
0.1157,303.15,train,Log viscosity,cP,"[9.0, 979.0]","[0.9, 0.1]"
-0.2768,303.15,train,Log viscosity,cP,[984.0],"[0.0, 1.0]"
-0.232,303.15,train,Log viscosity,cP,"[9.0, 984.0]","[0.1, 0.9]"
-0.2071,303.15,train,Log viscosity,cP,"[9.0, 984.0]","[0.2, 0.8]"
-0.1792,303.15,train,Log viscosity,cP,"[9.0, 984.0]","[0.3, 0.7]"
-0.1304,303.15,train,Log viscosity,cP,"[9.0, 984.0]","[0.4, 0.6]"
-0.0835,303.15,train,Log viscosity,cP,"[9.0, 984.0]","[0.5, 0.5]"
-0.0433,303.15,train,Log viscosity,cP,"[9.0, 984.0]","[0.6, 0.4]"
0.0013,303.15,train,Log viscosity,cP,"[9.0, 984.0]","[0.7, 0.3]"
0.0545,303.15,train,Log viscosity,cP,"[9.0, 984.0]","[0.8, 0.2]"
0.1072,303.15,train,Log viscosity,cP,"[9.0, 984.0]","[0.9, 0.1]"
-0.2486,303.15,train,Log viscosity,cP,[1063.0],"[0.0, 1.0]"
-0.2242,303.15,train,Log viscosity,cP,"[9.0, 1063.0]","[0.1, 0.9]"
-0.1921,303.15,train,Log viscosity,cP,"[9.0, 1063.0]","[0.2, 0.8]"
-0.1439,303.15,train,Log viscosity,cP,"[9.0, 1063.0]","[0.3, 0.7]"
-0.1165,303.15,train,Log viscosity,cP,"[9.0, 1063.0]","[0.4, 0.6]"
-0.0824,303.15,train,Log viscosity,cP,"[9.0, 1063.0]","[0.5, 0.5]"
-0.0301,303.15,train,Log viscosity,cP,"[9.0, 1063.0]","[0.6, 0.4]"
0.0127,303.15,train,Log viscosity,cP,"[9.0, 1063.0]","[0.7, 0.3]"
0.0734,303.15,train,Log viscosity,cP,"[9.0, 1063.0]","[0.8, 0.2]"
0.119,303.15,train,Log viscosity,cP,"[9.0, 1063.0]","[0.9, 0.1]"
0.2782,298.0,train,Log viscosity,cP,[10.0],"[1.0, 0.0]"
-0.1888,298.0,test,Log viscosity,cP,[11.0],"[1.0, 0.0]"
0.8546,303.15,train,Log viscosity,cP,[1120.0],"[0.0, 1.0]"
0.7259,303.15,train,Log viscosity,cP,"[12.0, 1120.0]","[0.1, 0.9]"
0.5947,303.15,train,Log viscosity,cP,"[12.0, 1120.0]","[0.2, 0.8]"
0.4661,303.15,train,Log viscosity,cP,"[12.0, 1120.0]","[0.3, 0.7]"
0.3482,303.15,train,Log viscosity,cP,"[12.0, 1120.0]","[0.4, 0.6]"
0.2535,303.15,train,Log viscosity,cP,"[12.0, 1120.0]","[0.5, 0.5]"
0.1837,303.15,train,Log viscosity,cP,"[12.0, 1120.0]","[0.6, 0.4]"
0.1403,303.15,train,Log viscosity,cP,"[12.0, 1120.0]","[0.7, 0.3]"
0.1158,303.15,train,Log viscosity,cP,"[12.0, 1120.0]","[0.8, 0.2]"
0.0816,303.15,train,Log viscosity,cP,"[12.0, 1120.0]","[0.9, 0.1]"
0.0057,303.15,train,Log viscosity,cP,[12.0],"[1.0, 0.0]"
0.7657,300.65,train,Log viscosity,cP,[1119.0],"[0.0, 1.0]"
0.6494,300.65,train,Log viscosity,cP,"[12.0, 1119.0]","[0.1, 0.9]"
0.5382,300.65,train,Log viscosity,cP,"[12.0, 1119.0]","[0.2, 0.8]"
0.4375,300.65,train,Log viscosity,cP,"[12.0, 1119.0]","[0.3, 0.7]"
0.3499,300.65,train,Log viscosity,cP,"[12.0, 1119.0]","[0.4, 0.6]"
0.274,300.65,train,Log viscosity,cP,"[12.0, 1119.0]","[0.5, 0.5]"
0.2087,300.65,train,Log viscosity,cP,"[12.0, 1119.0]","[0.6, 0.4]"
0.146,300.65,train,Log viscosity,cP,"[12.0, 1119.0]","[0.7, 0.3]"
0.093,300.65,train,Log viscosity,cP,"[12.0, 1119.0]","[0.8, 0.2]"
0.0458,300.65,train,Log viscosity,cP,"[12.0, 1119.0]","[0.9, 0.1]"
0.0148,300.65,train,Log viscosity,cP,[12.0],"[1.0, 0.0]"
-0.239,303.15,train,Log viscosity,cP,"[12.0, 977.0]","[0.12, 0.88]"
-0.1743,295.65,train,Log viscosity,cP,"[12.0, 977.0]","[0.21, 0.79]"
-0.2111,303.15,train,Log viscosity,cP,"[12.0, 977.0]","[0.22, 0.78]"
-0.1467,295.65,train,Log viscosity,cP,"[12.0, 977.0]","[0.31, 0.69]"
-0.1864,303.15,train,Log viscosity,cP,"[12.0, 977.0]","[0.32, 0.68]"
-0.1199,295.65,train,Log viscosity,cP,"[12.0, 977.0]","[0.41, 0.59]"
-0.1593,303.15,train,Log viscosity,cP,"[12.0, 977.0]","[0.42, 0.58]"
-0.094,295.65,train,Log viscosity,cP,"[12.0, 977.0]","[0.51, 0.49]"
-0.1342,303.15,train,Log viscosity,cP,"[12.0, 977.0]","[0.52, 0.48]"
-0.0702,295.65,train,Log viscosity,cP,"[12.0, 977.0]","[0.61, 0.39]"
-0.111,303.15,train,Log viscosity,cP,"[12.0, 977.0]","[0.62, 0.38]"
-0.0457,295.65,train,Log viscosity,cP,"[12.0, 977.0]","[0.71, 0.29]"
-0.0892,303.15,train,Log viscosity,cP,"[12.0, 977.0]","[0.72, 0.28]"
-0.024,295.65,train,Log viscosity,cP,"[12.0, 977.0]","[0.81, 0.19]"
-0.0687,303.15,train,Log viscosity,cP,"[12.0, 977.0]","[0.82, 0.18]"
-0.0062,295.65,train,Log viscosity,cP,"[12.0, 977.0]","[0.91, 0.09]"
-0.2277,298.15,train,Log viscosity,cP,"[12.0, 979.0]","[0.11, 0.89]"
-0.2009,298.15,train,Log viscosity,cP,"[12.0, 979.0]","[0.21, 0.79]"
-0.173,298.15,train,Log viscosity,cP,"[12.0, 979.0]","[0.31, 0.69]"
-0.1472,298.15,train,Log viscosity,cP,"[12.0, 979.0]","[0.41, 0.59]"
-0.1222,298.15,train,Log viscosity,cP,"[12.0, 979.0]","[0.51, 0.49]"
-0.0964,298.15,train,Log viscosity,cP,"[12.0, 979.0]","[0.61, 0.39]"
-0.0715,298.15,train,Log viscosity,cP,"[12.0, 979.0]","[0.71, 0.29]"
-0.0479,298.15,train,Log viscosity,cP,"[12.0, 979.0]","[0.81, 0.19]"
-0.2694,300.65,train,Log viscosity,cP,[984.0],"[0.0, 1.0]"
-0.2324,300.65,train,Log viscosity,cP,"[12.0, 984.0]","[0.1, 0.9]"
-0.2005,300.65,train,Log viscosity,cP,"[12.0, 984.0]","[0.2, 0.8]"
-0.1711,300.65,train,Log viscosity,cP,"[12.0, 984.0]","[0.3, 0.7]"
-0.1426,300.65,train,Log viscosity,cP,"[12.0, 984.0]","[0.4, 0.6]"
-0.1137,300.65,train,Log viscosity,cP,"[12.0, 984.0]","[0.5, 0.5]"
-0.0868,300.65,train,Log viscosity,cP,"[12.0, 984.0]","[0.6, 0.4]"
-0.0593,300.65,train,Log viscosity,cP,"[12.0, 984.0]","[0.7, 0.3]"
-0.0332,300.65,train,Log viscosity,cP,"[12.0, 984.0]","[0.8, 0.2]"
-0.0092,300.65,train,Log viscosity,cP,"[12.0, 984.0]","[0.9, 0.1]"
-0.0809,303.15,train,Log viscosity,cP,[990.0],"[0.0, 1.0]"
-0.1429,303.15,train,Log viscosity,cP,"[12.0, 990.0]","[0.1, 0.9]"
-0.1886,303.15,train,Log viscosity,cP,"[12.0, 990.0]","[0.2, 0.8]"
-0.2089,303.15,train,Log viscosity,cP,"[12.0, 990.0]","[0.3, 0.7]"
-0.2243,303.15,train,Log viscosity,cP,"[12.0, 990.0]","[0.4, 0.6]"
-0.2037,303.15,train,Log viscosity,cP,"[12.0, 990.0]","[0.5, 0.5]"
-0.1779,303.15,train,Log viscosity,cP,"[12.0, 990.0]","[0.6, 0.4]"
-0.1483,303.15,train,Log viscosity,cP,"[12.0, 990.0]","[0.7, 0.3]"
-0.1027,303.15,train,Log viscosity,cP,"[12.0, 990.0]","[0.8, 0.2]"
-0.0511,303.15,train,Log viscosity,cP,"[12.0, 990.0]","[0.9, 0.1]"
-0.2726,311.9,train,Log viscosity,cP,"[12.0, 1063.0]","[0.09, 0.91]"
-0.2098,303.15,train,Log viscosity,cP,"[12.0, 1063.0]","[0.1, 0.9]"
-0.244,311.9,train,Log viscosity,cP,"[12.0, 1063.0]","[0.19, 0.81]"
-0.1771,303.15,train,Log viscosity,cP,"[12.0, 1063.0]","[0.2, 0.8]"
-0.2165,311.9,train,Log viscosity,cP,"[12.0, 1063.0]","[0.29, 0.71]"
-0.1458,303.15,train,Log viscosity,cP,"[12.0, 1063.0]","[0.3, 0.7]"
-0.1896,311.9,train,Log viscosity,cP,"[12.0, 1063.0]","[0.39, 0.61]"
-0.1199,303.15,train,Log viscosity,cP,"[12.0, 1063.0]","[0.4, 0.6]"
-0.1634,311.9,train,Log viscosity,cP,"[12.0, 1063.0]","[0.49, 0.51]"
-0.0959,303.15,train,Log viscosity,cP,"[12.0, 1063.0]","[0.5, 0.5]"
-0.1382,311.9,train,Log viscosity,cP,"[12.0, 1063.0]","[0.59, 0.41]"
-0.0746,303.15,train,Log viscosity,cP,"[12.0, 1063.0]","[0.6, 0.4]"
-0.1139,311.9,train,Log viscosity,cP,"[12.0, 1063.0]","[0.69, 0.31]"
-0.0553,303.15,train,Log viscosity,cP,"[12.0, 1063.0]","[0.7, 0.3]"
-0.0909,311.9,train,Log viscosity,cP,"[12.0, 1063.0]","[0.79, 0.21]"
-0.0367,303.15,train,Log viscosity,cP,"[12.0, 1063.0]","[0.8, 0.2]"
-0.0693,311.9,train,Log viscosity,cP,"[12.0, 1063.0]","[0.89, 0.11]"
-0.0192,303.15,train,Log viscosity,cP,"[12.0, 1063.0]","[0.9, 0.1]"
-0.0493,311.9,train,Log viscosity,cP,"[12.0, 1063.0]","[0.99, 0.01]"
-0.1018,303.15,train,Log viscosity,cP,[760.0],"[0.0, 1.0]"
-0.4624,298.0,train,Log viscosity,cP,[13.0],"[1.0, 0.0]"
-0.5297,298.0,train,Log viscosity,cP,[14.0],"[1.0, 0.0]"
-0.4527,298.0,train,Log viscosity,cP,[15.0],"[1.0, 0.0]"
-0.3209,298.0,train,Log viscosity,cP,[16.0],"[1.0, 0.0]"
-0.2716,298.0,test,Log viscosity,cP,[17.0],"[1.0, 0.0]"
-0.1696,298.0,train,Log viscosity,cP,[18.0],"[1.0, 0.0]"
0.0018,298.0,train,Log viscosity,cP,[19.0],"[1.0, 0.0]"
0.0906,298.0,train,Log viscosity,cP,[20.0],"[1.0, 0.0]"
-0.3883,298.0,test,Log viscosity,cP,[21.0],"[1.0, 0.0]"
-0.1422,323.15,train,Log viscosity,cP,"[22.0, 1025.0]","[0.1, 0.9]"
-0.0954,323.15,train,Log viscosity,cP,"[22.0, 1025.0]","[0.2, 0.8]"
-0.0727,323.15,train,Log viscosity,cP,"[22.0, 1025.0]","[0.3, 0.7]"
-0.0601,323.15,train,Log viscosity,cP,"[22.0, 1025.0]","[0.4, 0.6]"
-0.0541,323.15,train,Log viscosity,cP,"[22.0, 1025.0]","[0.5, 0.5]"
-0.0486,323.15,train,Log viscosity,cP,"[22.0, 1025.0]","[0.6, 0.4]"
-0.044,323.15,train,Log viscosity,cP,"[22.0, 1025.0]","[0.7, 0.3]"
-0.0376,323.15,train,Log viscosity,cP,"[22.0, 1025.0]","[0.8, 0.2]"
-0.0362,323.15,train,Log viscosity,cP,"[22.0, 1025.0]","[0.9, 0.1]"
-0.0313,323.15,train,Log viscosity,cP,[22.0],"[1.0, 0.0]"
-0.1026,298.15,train,Log viscosity,cP,[816.0],"[0.0, 1.0]"
-0.1013,298.15,test,Log viscosity,cP,"[23.0, 816.0]","[0.1, 0.9]"
-0.0991,298.15,test,Log viscosity,cP,"[23.0, 816.0]","[0.2, 0.8]"
-0.0961,298.15,test,Log viscosity,cP,"[23.0, 816.0]","[0.3, 0.7]"
-0.0924,298.15,test,Log viscosity,cP,"[23.0, 816.0]","[0.4, 0.6]"
-0.088,298.15,test,Log viscosity,cP,"[23.0, 816.0]","[0.5, 0.5]"
-0.0828,298.15,test,Log viscosity,cP,"[23.0, 816.0]","[0.6, 0.4]"
-0.0768,298.15,test,Log viscosity,cP,"[23.0, 816.0]","[0.7, 0.3]"
-0.07,298.15,test,Log viscosity,cP,"[23.0, 816.0]","[0.8, 0.2]"
-0.0625,298.15,test,Log viscosity,cP,"[23.0, 816.0]","[0.9, 0.1]"
-0.0541,298.15,train,Log viscosity,cP,[23.0],"[1.0, 0.0]"
-0.7305,298.0,train,Log viscosity,cP,[24.0],"[1.0, 0.0]"
-0.38,298.0,train,Log viscosity,cP,[25.0],"[1.0, 0.0]"
-0.2097,298.0,train,Log viscosity,cP,[26.0],"[1.0, 0.0]"
0.7957,298.0,train,Log viscosity,cP,[27.0],"[1.0, 0.0]"
-0.3355,298.0,train,Log viscosity,cP,[28.0],"[1.0, 0.0]"
-0.4,298.0,train,Log viscosity,cP,[29.0],"[1.0, 0.0]"
0.52,298.0,train,Log viscosity,cP,[30.0],"[1.0, 0.0]"
-0.08,298.0,train,Log viscosity,cP,[31.0],"[1.0, 0.0]"
-0.27,298.0,train,Log viscosity,cP,[32.0],"[1.0, 0.0]"
0.61,298.0,train,Log viscosity,cP,[33.0],"[1.0, 0.0]"
-0.09,298.0,train,Log viscosity,cP,[34.0],"[1.0, 0.0]"
0.77,298.0,train,Log viscosity,cP,[35.0],"[1.0, 0.0]"
0.8,298.0,train,Log viscosity,cP,[36.0],"[1.0, 0.0]"
0.18,298.0,train,Log viscosity,cP,[37.0],"[1.0, 0.0]"
-0.0081,298.0,train,Log viscosity,cP,[38.0],"[1.0, 0.0]"
-0.3275,298.0,test,Log viscosity,cP,[39.0],"[1.0, 0.0]"
-0.53,298.0,train,Log viscosity,cP,[40.0],"[1.0, 0.0]"
-0.17,298.0,train,Log viscosity,cP,[41.0],"[1.0, 0.0]"
0.71,298.0,train,Log viscosity,cP,[42.0],"[1.0, 0.0]"
0.03,298.0,train,Log viscosity,cP,[43.0],"[1.0, 0.0]"
0.26,298.0,train,Log viscosity,cP,[44.0],"[1.0, 0.0]"
-0.12,298.0,train,Log viscosity,cP,[45.0],"[1.0, 0.0]"
-0.19,298.0,train,Log viscosity,cP,[46.0],"[1.0, 0.0]"
-0.3,298.0,test,Log viscosity,cP,[47.0],"[1.0, 0.0]"
-0.32,298.0,train,Log viscosity,cP,[48.0],"[1.0, 0.0]"
0.05,298.0,test,Log viscosity,cP,[49.0],"[1.0, 0.0]"
-0.17,298.0,test,Log viscosity,cP,[50.0],"[1.0, 0.0]"
-0.01,298.0,test,Log viscosity,cP,[51.0],"[1.0, 0.0]"
0.09,298.0,train,Log viscosity,cP,[52.0],"[1.0, 0.0]"
0.1944,298.0,train,Log viscosity,cP,[53.0],"[1.0, 0.0]"
0.656,298.0,train,Log viscosity,cP,[54.0],"[1.0, 0.0]"
0.41,298.0,train,Log viscosity,cP,[55.0],"[1.0, 0.0]"
0.54,298.0,train,Log viscosity,cP,[56.0],"[1.0, 0.0]"
0.28,298.0,train,Log viscosity,cP,[57.0],"[1.0, 0.0]"
1.24,298.0,train,Log viscosity,cP,[58.0],"[1.0, 0.0]"
-0.0781,298.0,train,Log viscosity,cP,[59.0],"[1.0, 0.0]"
-0.5131,298.0,train,Log viscosity,cP,[60.0],"[1.0, 0.0]"
-0.1005,298.0,train,Log viscosity,cP,[61.0],"[1.0, 0.0]"
0.1551,298.0,train,Log viscosity,cP,[62.0],"[1.0, 0.0]"
0.0157,298.0,train,Log viscosity,cP,[63.0],"[1.0, 0.0]"
-0.0428,298.0,train,Log viscosity,cP,[64.0],"[1.0, 0.0]"
-0.3905,298.0,train,Log viscosity,cP,[65.0],"[1.0, 0.0]"
0.5287,298.0,train,Log viscosity,cP,[66.0],"[1.0, 0.0]"
-0.0734,298.0,train,Log viscosity,cP,[67.0],"[1.0, 0.0]"
0.2107,298.0,train,Log viscosity,cP,[68.0],"[1.0, 0.0]"
0.0192,298.0,train,Log viscosity,cP,[69.0],"[1.0, 0.0]"
-0.2687,298.0,train,Log viscosity,cP,[70.0],"[1.0, 0.0]"
-0.1527,298.0,train,Log viscosity,cP,[71.0],"[1.0, 0.0]"
-0.1527,298.0,train,Log viscosity,cP,[72.0],"[1.0, 0.0]"
-0.2635,298.0,train,Log viscosity,cP,[73.0],"[1.0, 0.0]"
-0.1214,298.0,train,Log viscosity,cP,[74.0],"[1.0, 0.0]"
0.3489,298.0,train,Log viscosity,cP,[75.0],"[1.0, 0.0]"
0.0766,298.0,train,Log viscosity,cP,[76.0],"[1.0, 0.0]"
-0.0254,298.0,train,Log viscosity,cP,[77.0],"[1.0, 0.0]"
0.2091,298.0,train,Log viscosity,cP,[78.0],"[1.0, 0.0]"
-0.3326,298.0,test,Log viscosity,cP,[79.0],"[1.0, 0.0]"
-0.1799,298.0,train,Log viscosity,cP,[80.0],"[1.0, 0.0]"
-0.0387,298.0,train,Log viscosity,cP,[81.0],"[1.0, 0.0]"
0.1471,298.0,train,Log viscosity,cP,[82.0],"[1.0, 0.0]"
-0.2982,298.0,train,Log viscosity,cP,[83.0],"[1.0, 0.0]"
-0.2698,298.0,train,Log viscosity,cP,[84.0],"[1.0, 0.0]"
1.0904,298.0,train,Log viscosity,cP,[85.0],"[1.0, 0.0]"
1.1897,298.0,train,Log viscosity,cP,[86.0],"[1.0, 0.0]"
1.47,298.0,test,Log viscosity,cP,[87.0],"[1.0, 0.0]"
-0.37,298.0,train,Log viscosity,cP,[88.0],"[1.0, 0.0]"
0.04,298.0,train,Log viscosity,cP,[89.0],"[1.0, 0.0]"
0.18,298.0,train,Log viscosity,cP,[90.0],"[1.0, 0.0]"
-0.47,298.0,train,Log viscosity,cP,[91.0],"[1.0, 0.0]"
-0.64,298.0,train,Log viscosity,cP,[92.0],"[1.0, 0.0]"
0.46,298.0,train,Log viscosity,cP,[93.0],"[1.0, 0.0]"
0.9757,298.0,train,Log viscosity,cP,[94.0],"[1.0, 0.0]"
1.0482,298.0,train,Log viscosity,cP,[95.0],"[1.0, 0.0]"
-0.0603,298.0,train,Log viscosity,cP,[96.0],"[1.0, 0.0]"
-0.0603,298.0,train,Log viscosity,cP,[97.0],"[1.0, 0.0]"
0.7686,298.2,train,Log viscosity,cP,"[98.0, 1121.0]","[0.0843, 0.9157]"
-0.5865,298.0,train,Log viscosity,cP,[99.0],"[1.0, 0.0]"
-0.5867,298.0,train,Log viscosity,cP,[100.0],"[1.0, 0.0]"
-0.3058,298.0,train,Log viscosity,cP,[101.0],"[1.0, 0.0]"
-0.0324,306.9,train,Log viscosity,cP,[893.0],"[0.0, 1.0]"
-0.0939,306.9,train,Log viscosity,cP,"[102.0, 893.0]","[0.1, 0.9]"
-0.1304,306.9,train,Log viscosity,cP,"[102.0, 893.0]","[0.2, 0.8]"
-0.1325,306.9,train,Log viscosity,cP,"[102.0, 893.0]","[0.3, 0.7]"
-0.1345,306.9,train,Log viscosity,cP,"[102.0, 893.0]","[0.4, 0.6]"
-0.1505,306.9,train,Log viscosity,cP,"[102.0, 893.0]","[0.5, 0.5]"
-0.1707,306.9,train,Log viscosity,cP,"[102.0, 893.0]","[0.6, 0.4]"
-0.1821,306.9,train,Log viscosity,cP,"[102.0, 893.0]","[0.7, 0.3]"
-0.1687,306.9,train,Log viscosity,cP,"[102.0, 893.0]","[0.8, 0.2]"
-0.1737,306.9,train,Log viscosity,cP,"[102.0, 893.0]","[0.9, 0.1]"
-0.1701,306.9,train,Log viscosity,cP,[102.0],"[1.0, 0.0]"
-0.5868,298.0,train,Log viscosity,cP,[103.0],"[1.0, 0.0]"
-0.6121,298.0,test,Log viscosity,cP,[104.0],"[1.0, 0.0]"
-0.6131,298.0,train,Log viscosity,cP,[105.0],"[1.0, 0.0]"
-0.3242,298.0,train,Log viscosity,cP,[106.0],"[1.0, 0.0]"
-0.6716,298.0,train,Log viscosity,cP,[107.0],"[1.0, 0.0]"
-0.5676,298.0,train,Log viscosity,cP,[108.0],"[1.0, 0.0]"
-0.4565,298.0,train,Log viscosity,cP,[109.0],"[1.0, 0.0]"
-0.2338,298.0,train,Log viscosity,cP,[110.0],"[1.0, 0.0]"
-0.1259,298.0,train,Log viscosity,cP,[111.0],"[1.0, 0.0]"
0.077,298.0,train,Log viscosity,cP,[112.0],"[1.0, 0.0]"
0.3449,298.0,train,Log viscosity,cP,[113.0],"[1.0, 0.0]"
-0.3054,298.0,train,Log viscosity,cP,[114.0],"[1.0, 0.0]"
-0.5866,298.0,train,Log viscosity,cP,[115.0],"[1.0, 0.0]"
-0.4466,298.0,train,Log viscosity,cP,[116.0],"[1.0, 0.0]"
-0.683,298.0,train,Log viscosity,cP,[117.0],"[1.0, 0.0]"
-0.5672,298.0,train,Log viscosity,cP,[118.0],"[1.0, 0.0]"
-0.4568,298.0,train,Log viscosity,cP,[119.0],"[1.0, 0.0]"
-0.326,298.0,train,Log viscosity,cP,[120.0],"[1.0, 0.0]"
-0.2338,298.0,train,Log viscosity,cP,[121.0],"[1.0, 0.0]"
-0.1257,298.0,train,Log viscosity,cP,[122.0],"[1.0, 0.0]"
0.0773,298.0,train,Log viscosity,cP,[123.0],"[1.0, 0.0]"
-0.0754,298.0,train,Log viscosity,cP,[124.0],"[1.0, 0.0]"
0.03,298.0,train,Log viscosity,cP,[125.0],"[1.0, 0.0]"
-0.1897,298.0,train,Log viscosity,cP,[126.0],"[1.0, 0.0]"
-0.1897,298.0,train,Log viscosity,cP,[127.0],"[1.0, 0.0]"
-0.3057,298.0,train,Log viscosity,cP,[128.0],"[1.0, 0.0]"
-0.4948,298.0,train,Log viscosity,cP,[129.0],"[1.0, 0.0]"
-0.1272,298.0,train,Log viscosity,cP,[130.0],"[1.0, 0.0]"
-0.1181,298.0,train,Log viscosity,cP,[131.0],"[1.0, 0.0]"
-0.4249,298.0,train,Log viscosity,cP,[132.0],"[1.0, 0.0]"
0.0904,298.0,train,Log viscosity,cP,[133.0],"[1.0, 0.0]"
-0.2844,298.0,train,Log viscosity,cP,[134.0],"[1.0, 0.0]"
-0.2849,298.0,train,Log viscosity,cP,[135.0],"[1.0, 0.0]"
0.0906,298.0,train,Log viscosity,cP,[136.0],"[1.0, 0.0]"
-0.2717,298.0,train,Log viscosity,cP,[137.0],"[1.0, 0.0]"
0.148,298.0,train,Log viscosity,cP,[138.0],"[1.0, 0.0]"
0.2213,298.0,train,Log viscosity,cP,[139.0],"[1.0, 0.0]"
-0.4953,298.0,train,Log viscosity,cP,[140.0],"[1.0, 0.0]"
0.8373,298.0,train,Log viscosity,cP,[141.0],"[1.0, 0.0]"
0.0421,298.0,train,Log viscosity,cP,[142.0],"[1.0, 0.0]"
0.2555,298.0,train,Log viscosity,cP,[143.0],"[1.0, 0.0]"
0.3063,298.0,train,Log viscosity,cP,[144.0],"[1.0, 0.0]"
0.3069,298.0,train,Log viscosity,cP,[145.0],"[1.0, 0.0]"
-0.0242,298.0,train,Log viscosity,cP,[146.0],"[1.0, 0.0]"
0.48,298.0,train,Log viscosity,cP,[147.0],"[1.0, 0.0]"
-0.12,298.0,test,Log viscosity,cP,[148.0],"[1.0, 0.0]"
-0.24,298.0,train,Log viscosity,cP,[149.0],"[1.0, 0.0]"
-0.22,298.0,test,Log viscosity,cP,[150.0],"[1.0, 0.0]"
-0.5078,298.0,train,Log viscosity,cP,[151.0],"[1.0, 0.0]"
0.1323,298.0,train,Log viscosity,cP,[152.0],"[1.0, 0.0]"
-0.5077,298.0,train,Log viscosity,cP,[153.0],"[1.0, 0.0]"
-0.21,298.0,train,Log viscosity,cP,[154.0],"[1.0, 0.0]"
-0.26,298.0,train,Log viscosity,cP,[155.0],"[1.0, 0.0]"
-0.15,298.0,train,Log viscosity,cP,[156.0],"[1.0, 0.0]"
0.15,298.0,train,Log viscosity,cP,[157.0],"[1.0, 0.0]"
-0.2,298.0,train,Log viscosity,cP,[158.0],"[1.0, 0.0]"
-0.2479,298.0,train,Log viscosity,cP,[159.0],"[1.0, 0.0]"
0.0843,298.0,train,Log viscosity,cP,[160.0],"[1.0, 0.0]"
-0.5127,298.0,train,Log viscosity,cP,[161.0],"[1.0, 0.0]"
-0.4014,298.0,train,Log viscosity,cP,[162.0],"[1.0, 0.0]"
-0.3263,298.0,train,Log viscosity,cP,[163.0],"[1.0, 0.0]"
-0.5598,298.0,train,Log viscosity,cP,[164.0],"[1.0, 0.0]"
-0.2256,298.0,train,Log viscosity,cP,[165.0],"[1.0, 0.0]"
-0.4949,303.15,train,Log viscosity,cP,[723.0],"[0.0, 1.0]"
-0.4732,303.15,train,Log viscosity,cP,"[166.0, 723.0]","[0.1, 0.9]"
-0.4529,303.15,train,Log viscosity,cP,"[166.0, 723.0]","[0.2, 0.8]"
-0.4333,303.15,train,Log viscosity,cP,"[166.0, 723.0]","[0.3, 0.7]"
-0.4102,303.15,train,Log viscosity,cP,"[166.0, 723.0]","[0.4, 0.6]"
-0.3855,303.15,train,Log viscosity,cP,"[166.0, 723.0]","[0.5, 0.5]"
-0.357,303.15,train,Log viscosity,cP,"[166.0, 723.0]","[0.6, 0.4]"
-0.3295,303.15,train,Log viscosity,cP,"[166.0, 723.0]","[0.7, 0.3]"
-0.3004,303.15,train,Log viscosity,cP,"[166.0, 723.0]","[0.8, 0.2]"
-0.2718,303.15,train,Log viscosity,cP,"[166.0, 723.0]","[0.9, 0.1]"
-0.2418,303.15,train,Log viscosity,cP,[166.0],"[1.0, 0.0]"
-0.0578,303.15,train,Log viscosity,cP,"[166.0, 990.0]","[0.1, 0.9]"
-0.0759,303.15,train,Log viscosity,cP,"[166.0, 990.0]","[0.2, 0.8]"
-0.0933,303.15,train,Log viscosity,cP,"[166.0, 990.0]","[0.3, 0.7]"
-0.1104,303.15,train,Log viscosity,cP,"[166.0, 990.0]","[0.4, 0.6]"
-0.1298,303.15,train,Log viscosity,cP,"[166.0, 990.0]","[0.5, 0.5]"
-0.1508,303.15,train,Log viscosity,cP,"[166.0, 990.0]","[0.6, 0.4]"
-0.1732,303.15,train,Log viscosity,cP,"[166.0, 990.0]","[0.7, 0.3]"
-0.196,303.15,train,Log viscosity,cP,"[166.0, 990.0]","[0.8, 0.2]"
-0.2186,303.15,train,Log viscosity,cP,"[166.0, 990.0]","[0.9, 0.1]"
-0.1972,303.15,train,Log viscosity,cP,[993.0],"[0.0, 1.0]"
